-foptimize-sibling-calls,-freorder-blocks-algorithm=stc,-ftree-pre,-fschedule-insns2,-fexpensive-optimizations,-fvect-cost-model,-ffinite-loops,-floop-unroll-and-jam,-flra-remat,-fvect-cost-model=dynamic,time
1,1,1,1,0,1,0,1,1,1,0.0438611111111111
1,1,1,1,0,1,1,0,0,0,0.043791666666666666
1,1,1,1,0,1,1,0,0,1,0.04406944444444444
1,1,1,1,0,1,1,0,1,0,0.04409722222222221
1,1,1,1,0,1,1,0,1,1,0.04456944444444444
1,1,1,1,0,1,1,1,0,0,0.0442
1,1,1,1,0,1,1,1,0,1,0.04422222222222222
1,1,1,1,0,1,1,1,1,0,0.04383333333333333
1,1,1,1,0,1,1,1,1,1,0.04433333333333333
1,1,1,1,1,0,0,0,0,0,0.0431625
1,1,1,1,1,0,0,0,0,1,0.043187500000000004
1,1,1,1,1,0,0,0,1,0,0.042916666666666665
1,1,1,1,1,0,0,0,1,1,0.04290000000000001
1,1,1,1,1,0,0,1,0,0,0.04281944444444444
1,1,1,1,1,0,0,1,0,1,0.043
1,1,1,1,1,0,0,1,1,0,0.042937499999999997
1,1,1,1,1,0,0,1,1,1,0.04318055555555555
1,1,1,1,1,0,1,0,0,0,0.043000000000000003
1,1,1,1,1,0,1,0,0,1,0.04288888888888889
1,1,1,1,1,0,1,0,1,0,0.042796875
1,1,1,1,1,0,1,0,1,1,0.04316666666666666
1,1,1,1,1,0,1,1,0,0,0.0431375
1,1,1,1,1,0,1,1,0,1,0.043138888888888886
1,1,1,1,1,0,1,1,1,0,0.043138888888888886
1,1,1,1,1,0,1,1,1,1,0.04298611111111111
1,1,1,1,1,1,0,0,0,0,0.043027777777777776
1,1,1,1,1,1,0,0,0,1,0.04320833333333333
1,1,1,1,1,1,0,0,1,0,0.043000000000000003
1,1,1,1,1,1,0,0,1,1,0.043187500000000004
1,1,1,1,1,1,0,1,0,0,0.042925
1,1,1,1,1,1,0,1,0,1,0.042736111111111114
1,1,1,1,1,1,0,1,1,0,0.042953125
1,1,1,1,1,1,0,1,1,1,0.043152777777777776
1,1,1,1,1,1,1,0,0,0,0.04290277777777777
1,1,1,1,1,1,1,0,0,1,0.04311111111111111
1,1,1,1,1,1,1,0,1,0,0.04295833333333333
1,1,1,1,1,1,1,0,1,1,0.0427375
1,1,1,1,1,1,1,1,0,0,0.042916666666666665
1,1,1,1,1,1,1,1,0,1,0.04325
1,1,1,1,1,1,1,1,1,0,0.04256944444444445
1,1,1,1,1,1,1,1,1,1,0.04326388888888889
